count,res_state,county_fips_code
252,TX,48165
41973,TX,48167
2236,TX,48171
2010,TX,48177
2260,TX,48179
11546,TX,48181
8438,TX,48183
3149,TX,48185
18287,TX,48187
1878,TX,48189
7708,TX,48199
423506,TX,48201
7090,TX,48203
30794,TX,48209
5835,TX,48213
69156,TX,48215
3045,TX,48217
2129,TX,48219
6365,TX,48221
3666,TX,48223
1851,TX,48225
2290,TX,48227
8536,TX,48231
2296,TX,48233
3945,TX,48241
21009,TX,48245
4920,TX,48249
20497,TX,48251
1889,TX,48253
16003,TX,48257
4215,TX,48259
4682,TX,48265
3097,TX,48273
4421,TX,48277
2629,TX,48281
1720,TX,48285
10600,TX,48291
2098,TX,48293
2058,TX,48299
27721,TX,48303
22775,TX,48309
4735,TX,48321
9870,TX,48323
4892,TX,48325
18291,TX,48329
2814,TX,48331
66791,TX,48339
1566,TX,48341
5389,TX,48347
5582,TX,48349
32952,TX,48355
10343,TX,48361
3032,TX,48363
2087,TX,48365
16987,TX,48367
3815,TX,48373
18936,TX,48375
22982,TX,48381
13048,TX,48397
5782,TX,48401
2733,TX,48407
6255,TX,48409
2120,TX,48419
17820,TX,48423
6987,TX,48427
232276,TX,48439
13726,TX,48441
3578,TX,48449
12049,TX,48451
110638,TX,48453
2223,TX,48457
4218,TX,48459
4656,TX,48463
8931,TX,48465
4927,TX,48467
9808,TX,48469
8844,TX,48471
5005,TX,48473
4022,TX,48477
28464,TX,48479
4461,TX,48481
13984,TX,48485
3642,TX,48489
59158,TX,48491
5525,TX,48493
7853,TX,48497
3381,TX,48499
283725,TX,NA
6525,UT,49003
13897,UT,49005
2285,UT,49007
41148,UT,49011
6756,UT,49021
121791,UT,49035
3006,UT,49039
2658,UT,49041
5231,UT,49043
9154,UT,49045
3861,UT,49047
72920,UT,49049
4003,UT,49051
17288,UT,49053
29198,UT,49057
25000,UT,NA
2938,VA,51001
7522,VA,51003
3383,VA,51009
16829,VA,51013
8701,VA,51015
8489,VA,51019
3549,VA,51023
2132,VA,51027
6725,VA,51031
3865,VA,51033
3317,VA,51035
33721,VA,51041
5151,VA,51047
2857,VA,51053
75127,VA,51059
6939,VA,51061
2543,VA,51065
4971,VA,51067
10794,VA,51069
3598,VA,51073
1997,VA,51075
3212,VA,51083
10939,VA,51085
30378,VA,51087
4994,VA,51089
3640,VA,51093
6551,VA,51095
2603,VA,51099
2630,VA,51105
31022,VA,51107
3358,VA,51109
2361,VA,51117
8263,VA,51121
2304,VA,51127
3681,VA,51137
2955,VA,51139
6455,VA,51143
2348,VA,51145
2152,VA,51147
4049,VA,51149
40188,VA,51153
3477,VA,51155
9482,VA,51161
1928,VA,51163
6810,VA,51165
3012,VA,51167
2559,VA,51169
5537,VA,51171
3724,VA,51173
14506,VA,51177
15821,VA,51179
4216,VA,51185
5023,VA,51187
6050,VA,51191
4371,VA,51195
3657,VA,51197
4823,VA,51199
13175,VA,51510
3700,VA,51540
24016,VA,51550
4679,VA,51590
690,VA,51600
2697,VA,51630
13569,VA,51650
4460,VA,51660
3326,VA,51670
8467,VA,51680
3482,VA,51683
17550,VA,51700
20076,VA,51710
4384,VA,51730
10543,VA,51740
20623,VA,51760
8964,VA,51770
2893,VA,51775
2366,VA,51790
8970,VA,51800
44504,VA,51810
2693,VA,51820
2778,VA,51840
77006,VA,NA
7575,VI,NA
2096,VT,50001
3616,VT,50003
2779,VT,50005
11759,VT,50007
4546,VT,50011
1758,VT,50015
1775,VT,50017
3516,VT,50019
5887,VT,50021
4021,VT,50023
2744,VT,50025
3994,VT,50027
1700,VT,NA
2066,WA,53003
22290,WA,53005
7860,WA,53007
5765,WA,53009
38211,WA,53011
12974,WA,53015
4264,WA,53017
12253,WA,53021
11320,WA,53025
7988,WA,53027
4191,WA,53029
1298,WA,53031
150496,WA,53033
17369,WA,53035
4100,WA,53037
1869,WA,53039
9465,WA,53041
5463,WA,53045
3960,WA,53047
1688,WA,53049
92839,WA,53053
11124,WA,53057
62303,WA,53061
54394,WA,53063
4460,WA,53065
23226,WA,53067
5930,WA,53071
17844,WA,53073
3405,WA,53075
26377,WA,53077
8648,WA,NA
1749,WI,55001
6194,WI,55005
21277,WI,55009
5190,WI,55015
7130,WI,55017
2511,WI,55019
5127,WI,55021
36089,WI,55025
7497,WI,55027
2325,WI,55029
4467,WI,55031
5125,WI,55033
11392,WI,55035
11667,WI,55039
4321,WI,55043
3511,WI,55045
1724,WI,55049
1672,WI,55053
7193,WI,55055
2615,WI,55057
15926,WI,55059
2179,WI,55061
11184,WI,55063
2590,WI,55069
8510,WI,55071
14835,WI,55073
4723,WI,55075
58082,WI,55079
3916,WI,55081
4391,WI,55083
3162,WI,55085
18739,WI,55087
8706,WI,55089
4509,WI,55093
5918,WI,55095
6245,WI,55097
19735,WI,55101
10700,WI,55105
8604,WI,55109
6036,WI,55111
3703,WI,55115
11282,WI,55117
1893,WI,55119
3090,WI,55121
2265,WI,55123
1675,WI,55125
9830,WI,55127
15091,WI,55131
34768,WI,55133
5137,WI,55135
2102,WI,55137
17453,WI,55139
8223,WI,55141
38387,WI,NA
47,WV,54039
470,WV,NA
4016,WY,56001
5652,WY,56005
6072,WY,56013
12647,WY,56021
11236,WY,56025
3703,WY,56029
3815,WY,56033
5626,WY,56037
4687,WY,56039
2667,WY,56041
16103,WY,NA
